SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,OFFICER_IN_UNIFORM_FLAG,CONSENT_GIVEN_FLG,WEAPON_FOUND_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,STOP_LOCATION_BORO_NAME,STOP_WAS_INITIATED,MONTH2
CRIMINAL MISCHIEF,N,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,May
CPW,N,Y,N,N,MALE,BLACK,STATEN ISLAND,Based on Self Initiated,May
RECKLESS ENDANGERMENT,Y,Y,N,N,MALE,BLACK,STATEN ISLAND,Based on Radio Run,May
CPW,N,Y,Y,Y,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,N,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,Y,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,WHITE,BROOKLYN,Based on Radio Run,June
CRIMINAL TRESPASS,Y,Y,N,N,FEMALE,WHITE,BROOKLYN,Based on Self Initiated,May
CRIMINAL TRESPASS,Y,Y,N,N,FEMALE,WHITE,BROOKLYN,Based on Self Initiated,May
BURGLARY,N,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,May
GRAND LARCENY,N,Y,Y,N,MALE,WHITE HISPANIC,QUEENS,Based on Self Initiated,May
ROBBERY,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,May
ROBBERY,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,May
ROBBERY,Y,Y,N,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Radio Run,May
ROBBERY,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,May
ROBBERY,Y,Y,N,N,FEMALE,BLACK,MANHATTAN,Based on Radio Run,May
ASSAULT,N,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,May
ASSAULT,Y,Y,N,N,FEMALE,WHITE HISPANIC,MANHATTAN,Based on Self Initiated,May
ASSAULT,N,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,May
CPW,Y,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,N,Y,MALE,WHITE,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
OTHER,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,May
CPW,Y,Y,N,Y,MALE,WHITE,BROOKLYN,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,N,Y,N,N,FEMALE,WHITE HISPANIC,BROOKLYN,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
PETIT LARCENY,N,Y,N,N,MALE,WHITE HISPANIC,BROOKLYN,Based on Radio Run,June
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,QUEENS,Based on Self Initiated,May
CRIMINAL SALE OF CONTROLLED SUBSTANCE,N,Y,Y,N,MALE,BLACK,QUEENS,Based on Self Initiated,May
ASSAULT,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,May
CPW,Y,Y,N,N,MALE,BLACK,STATEN ISLAND,Based on Self Initiated,June
CRIMINAL TRESPASS,Y,Y,Y,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,May
CRIMINAL TRESPASS,Y,Y,(null),N,FEMALE,WHITE HISPANIC,MANHATTAN,Based on Self Initiated,May
ROBBERY,Y,Y,N,N,FEMALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,June
ROBBERY,Y,Y,N,N,FEMALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,June
ROBBERY,N,Y,N,N,FEMALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,June
CPW,Y,Y,N,Y,MALE,BLACK,MANHATTAN,Based on Radio Run,May
CPW,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,May
ROBBERY,N,Y,N,N,MALE,WHITE,MANHATTAN,Based on C/W on Scene,June
GRAND LARCENY AUTO,Y,Y,N,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Radio Run,June
CPW,N,Y,N,Y,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,May
CPW,N,Y,N,N,(null),BLACK,BRONX,Based on Self Initiated,June
CPW,N,Y,(null),Y,(null),(null),BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,Y,Y,Y,Y,MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,BROOKLYN,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,May
ASSAULT,N,Y,(null),Y,MALE,BLACK,BROOKLYN,Based on C/W on Scene,May
CPW,N,Y,N,N,FEMALE,BLACK,BROOKLYN,Based on Self Initiated,May
CPW,N,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
ROBBERY,Y,Y,N,N,MALE,WHITE,BROOKLYN,Based on Radio Run,May
ASSAULT,N,Y,N,N,MALE,BLACK HISPANIC,QUEENS,Based on Radio Run,June
PETIT LARCENY,N,Y,Y,N,MALE,BLACK,STATEN ISLAND,Based on Radio Run,May
OTHER,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,June
ASSAULT,Y,Y,N,N,MALE,WHITE,MANHATTAN,Based on Radio Run,June
CPW,Y,Y,N,Y,MALE,BLACK HISPANIC,MANHATTAN,Based on Radio Run,May
ASSAULT,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on C/W on Scene,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,June
ASSAULT,Y,Y,Y,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,May
ROBBERY,Y,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,May
ROBBERY,Y,Y,N,N,FEMALE,(null),BRONX,Based on Radio Run,May
ROBBERY,Y,Y,N,N,FEMALE,BLACK HISPANIC,BRONX,Based on Radio Run,May
ROBBERY,Y,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,May
ROBBERY,N,Y,N,N,FEMALE,BLACK HISPANIC,BRONX,Based on C/W on Scene,May
ROBBERY,N,Y,N,N,FEMALE,WHITE HISPANIC,BRONX,Based on Radio Run,May
BURGLARY,Y,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,May
GRAND LARCENY AUTO,N,Y,N,N,FEMALE,BLACK,BRONX,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
GRAND LARCENY,N,Y,N,N,MALE,WHITE,BROOKLYN,Based on Radio Run,June
OTHER,N,Y,N,N,MALE,BLACK,QUEENS,Based on Radio Run,June
CPW,Y,Y,N,Y,MALE,WHITE HISPANIC,QUEENS,Based on Self Initiated,June
PETIT LARCENY,N,Y,Y,N,MALE,BLACK HISPANIC,QUEENS,Based on Radio Run,May
PETIT LARCENY,N,Y,N,N,MALE,BLACK HISPANIC,QUEENS,Based on Radio Run,May
PETIT LARCENY,N,Y,N,N,MALE,BLACK HISPANIC,QUEENS,Based on Radio Run,May
PETIT LARCENY,N,Y,N,N,MALE,BLACK,QUEENS,Based on Radio Run,May
PETIT LARCENY,N,Y,N,N,FEMALE,BLACK HISPANIC,QUEENS,Based on Radio Run,May
BURGLARY,Y,Y,Y,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,June
BURGLARY,Y,Y,Y,Y,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,June
ASSAULT,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on C/W on Scene,June
CPW,N,Y,N,N,FEMALE,BLACK,STATEN ISLAND,Based on Self Initiated,June
ASSAULT,N,Y,N,N,MALE,WHITE,MANHATTAN,Based on Radio Run,June
PETIT LARCENY,Y,Y,N,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Radio Run,May
OTHER,N,Y,Y,N,MALE,BLACK,BRONX,Based on Radio Run,June
CPW,Y,Y,Y,N,MALE,BLACK,BRONX,Based on Radio Run,June
CPW,Y,Y,N,Y,MALE,BLACK,BRONX,Based on Radio Run,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,June
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,June
ASSAULT,Y,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,June
ASSAULT,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
OTHER,Y,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
PETIT LARCENY,Y,Y,N,N,MALE,WHITE,BROOKLYN,Based on Radio Run,June
GRAND LARCENY AUTO,N,Y,N,N,MALE,BLACK HISPANIC,BROOKLYN,Based on Radio Run,May
GRAND LARCENY,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,May
PETIT LARCENY,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
PETIT LARCENY,Y,Y,(null),N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,May
ASSAULT,Y,Y,N,Y,MALE,BLACK,MANHATTAN,Based on Radio Run,June
CPSP,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,May
CPW,N,Y,N,Y,MALE,WHITE HISPANIC,MANHATTAN,Based on Self Initiated,May
CPW,N,Y,N,Y,MALE,BLACK,MANHATTAN,Based on Self Initiated,May
GRAND LARCENY,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
BURGLARY,Y,Y,N,N,FEMALE,WHITE HISPANIC,BRONX,Based on Radio Run,May
CPW,N,Y,Y,N,MALE,BLACK,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,N,Y,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,FEMALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,May
ROBBERY,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,May
ROBBERY,N,Y,(null),N,MALE,WHITE,BRONX,Based on Self Initiated,May
CPW,N,Y,Y,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
ROBBERY,Y,Y,N,Y,MALE,BLACK,QUEENS,Based on Self Initiated,June
GRAND LARCENY AUTO,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,June
CPW,N,Y,N,N,MALE,(null),MANHATTAN,Based on C/W on Scene,June
CPW,Y,Y,N,Y,MALE,BLACK,BRONX,Based on Radio Run,May
CPW,Y,Y,N,Y,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,June
CPW,N,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Radio Run,June
ASSAULT,N,Y,(null),N,MALE,BLACK,QUEENS,Based on Radio Run,June
MENACING,N,Y,(null),N,FEMALE,WHITE HISPANIC,QUEENS,Based on C/W on Scene,June
CPW,N,Y,N,N,FEMALE,BLACK,MANHATTAN,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,N,Y,Y,N,FEMALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,Y,Y,N,Y,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,Y,Y,N,Y,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
MENACING,Y,Y,N,Y,MALE,BLACK HISPANIC,BROOKLYN,Based on C/W on Scene,June
CRIMINAL TRESPASS,N,Y,N,N,MALE,WHITE,QUEENS,Based on Radio Run,June
BURGLARY,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,June
ASSAULT,Y,Y,N,N,FEMALE,BLACK,MANHATTAN,Based on C/W on Scene,June
ASSAULT,Y,Y,N,N,FEMALE,BLACK,MANHATTAN,Based on C/W on Scene,June
ASSAULT,Y,Y,N,N,FEMALE,BLACK,MANHATTAN,Based on C/W on Scene,June
ASSAULT,N,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on C/W on Scene,June
ASSAULT,N,Y,N,N,MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,MANHATTAN,Based on Radio Run,June
RECKLESS ENDANGERMENT,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,June
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,June
PETIT LARCENY,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on C/W on Scene,May
ASSAULT,Y,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,May
CPW,N,Y,Y,N,MALE,BLACK,BRONX,Based on Self Initiated,May
ASSAULT,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,June
CRIMINAL MISCHIEF,Y,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,June
ROBBERY,Y,Y,N,Y,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,June
ROBBERY,Y,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,June
ROBBERY,Y,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,June
CPW,Y,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,June
CPW,Y,Y,N,Y,MALE,WHITE HISPANIC,BROOKLYN,Based on Self Initiated,June
CPW,N,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Radio Run,June
CPW,Y,Y,N,Y,MALE,BLACK,BROOKLYN,Based on Radio Run,June
CPW,Y,Y,N,Y,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
CPW,N,N,Y,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
ROBBERY,Y,Y,N,N,MALE,BLACK,QUEENS,Based on Radio Run,June
PETIT LARCENY,Y,Y,N,N,MALE,BLACK,QUEENS,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,QUEENS,Based on Self Initiated,June
PETIT LARCENY,Y,Y,(null),N,MALE,WHITE HISPANIC,STATEN ISLAND,Based on Radio Run,June
ASSAULT,N,Y,Y,N,MALE,WHITE,MANHATTAN,Based on C/W on Scene,May
ASSAULT,N,Y,Y,N,MALE,WHITE,MANHATTAN,Based on C/W on Scene,May
CRIMINAL TRESPASS,N,Y,(null),N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,June
CRIMINAL TRESPASS,N,Y,N,N,FEMALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,June
ASSAULT,Y,Y,N,Y,MALE,BLACK,MANHATTAN,Based on Radio Run,June
PETIT LARCENY,Y,Y,N,N,MALE,WHITE,BROOKLYN,Based on Radio Run,May
MENACING,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,June
MENACING,Y,Y,N,N,MALE,WHITE,QUEENS,Based on Radio Run,June
MENACING,Y,Y,N,N,MALE,WHITE,QUEENS,Based on Radio Run,June
MENACING,N,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,June
CPW,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,June
MENACING,N,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Self Initiated,June
BURGLARY,Y,Y,N,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Radio Run,May
PETIT LARCENY,Y,Y,(null),N,FEMALE,BLACK,MANHATTAN,Based on Radio Run,May
CPW,N,Y,Y,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,June
CPW,N,Y,Y,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Self Initiated,May
BURGLARY,Y,Y,Y,N,MALE,BLACK,BRONX,Based on Radio Run,May
BURGLARY,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,June
OTHER,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on C/W on Scene,June
PETIT LARCENY,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,June
CPW,Y,Y,N,Y,MALE,(null),BRONX,Based on Self Initiated,June
CPW,Y,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,May
CPW,N,Y,(null),N,FEMALE,WHITE HISPANIC,BRONX,Based on Self Initiated,May
CPW,N,Y,(null),N,FEMALE,WHITE HISPANIC,BRONX,Based on Self Initiated,May
GRAND LARCENY AUTO,N,Y,N,N,FEMALE,BLACK,BROOKLYN,Based on Radio Run,June
GRAND LARCENY AUTO,Y,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
ASSAULT,Y,Y,(null),N,MALE,ASIAN / PACIFIC ISLANDER,BROOKLYN,Based on Radio Run,May
MENACING,Y,Y,Y,N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,May
MENACING,Y,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
MENACING,Y,Y,Y,Y,MALE,BLACK,BROOKLYN,Based on Radio Run,May
MENACING,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
CPW,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,May
ASSAULT,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,May
ASSAULT,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,May
CPW,Y,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,June
MENACING,Y,Y,Y,Y,FEMALE,(null),BROOKLYN,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,QUEENS,Based on Radio Run,June
MENACING,Y,Y,N,Y,MALE,BLACK,QUEENS,Based on Radio Run,June
ASSAULT,Y,Y,N,N,MALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Radio Run,June
ASSAULT,Y,Y,N,N,MALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Radio Run,June
ASSAULT,N,Y,N,N,FEMALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,QUEENS,Based on Self Initiated,May
CPW,N,N,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,June
GRAND LARCENY,Y,N,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Self Initiated,June
MURDER,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,June
ASSAULT,N,Y,(null),N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,June
ASSAULT,Y,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Self Initiated,April
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,June
OTHER,N,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,May
OTHER,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,May
CPW,Y,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,(null),BRONX,Based on Self Initiated,June
ASSAULT,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,June
ASSAULT,Y,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,June
ASSAULT,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on C/W on Scene,June
ASSAULT,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on C/W on Scene,June
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,June
GRAND LARCENY AUTO,N,Y,N,N,FEMALE,BLACK,BRONX,Based on Radio Run,June
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,June
OTHER,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,May
ROBBERY,Y,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,May
ASSAULT,Y,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,June
ASSAULT,N,Y,(null),N,FEMALE,BLACK,BROOKLYN,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
MENACING,Y,Y,N,N,MALE,WHITE,QUEENS,Based on Radio Run,June
BURGLARY,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,June
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,June
ROBBERY,Y,Y,N,Y,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,May
CPW,Y,Y,Y,Y,MALE,WHITE HISPANIC,QUEENS,Based on Self Initiated,May
PETIT LARCENY,Y,Y,Y,N,MALE,WHITE,MANHATTAN,Based on Self Initiated,April
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,June
MENACING,N,Y,N,N,MALE,WHITE,BRONX,Based on Radio Run,May
CPW,Y,Y,Y,N,MALE,BLACK,BRONX,Based on Radio Run,June
BURGLARY,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,June
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Radio Run,May
GRAND LARCENY,N,Y,N,N,FEMALE,WHITE,BROOKLYN,Based on Self Initiated,May
CPW,N,Y,(null),N,MALE,BLACK HISPANIC,BROOKLYN,Based on Radio Run,May
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
ASSAULT,N,Y,(null),N,(null),(null),BROOKLYN,Based on Radio Run,June
CPW,N,Y,N,N,MALE,WHITE,QUEENS,Based on Radio Run,June
ASSAULT,Y,Y,N,N,MALE,BLACK,QUEENS,Based on Radio Run,May
CPW,N,Y,N,N,MALE,BLACK,QUEENS,Based on Self Initiated,June
ROBBERY,N,Y,N,N,MALE,BLACK,QUEENS,Based on C/W on Scene,June
ROBBERY,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,June
ROBBERY,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,June
MENACING,Y,Y,N,Y,MALE,BLACK,MANHATTAN,Based on Radio Run,May
CPW,N,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on C/W on Scene,June
CPW,N,Y,N,N,MALE,BLACK HISPANIC,MANHATTAN,Based on C/W on Scene,June
ROBBERY,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,June
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,May
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,May
CRIMINAL MISCHIEF,Y,Y,N,Y,MALE,BLACK,BRONX,Based on C/W on Scene,May
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,June
CPW,N,Y,N,N,(null),BLACK,BROOKLYN,Based on Self Initiated,May
PETIT LARCENY,Y,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
CPW,Y,Y,(null),Y,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
PETIT LARCENY,Y,Y,N,N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,June
BURGLARY,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
CPW,Y,Y,N,Y,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,June
PETIT LARCENY,Y,Y,N,N,MALE,WHITE,QUEENS,Based on Radio Run,June
CPW,N,Y,N,N,MALE,BLACK HISPANIC,QUEENS,Based on Self Initiated,June
